FIPS_Code,State,Area_name,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
22017,LA,"Caddo Parish, LA","45,613",89.2
22019,LA,"Calcasieu Parish, LA","53,050",103.8
22021,LA,"Caldwell Parish, LA","44,007",86.1
22023,LA,"Cameron Parish, LA","60,317",118.0
22025,LA,"Catahoula Parish, LA","36,794",72.0
22027,LA,"Claiborne Parish, LA","36,497",71.4
22029,LA,"Concordia Parish, LA","36,276",71.0
22031,LA,"De Soto Parish, LA","47,347",92.6
22033,LA,"East Baton Rouge Parish, LA","56,303",110.2
22035,LA,"East Carroll Parish, LA","29,943",58.6
22037,LA,"East Feliciana Parish, LA","50,041",97.9
22039,LA,"Evangeline Parish, LA","35,146",68.8
22041,LA,"Franklin Parish, LA","35,484",69.4
22043,LA,"Grant Parish, LA","49,544",96.9
22045,LA,"Iberia Parish, LA","47,731",93.4
22047,LA,"Iberville Parish, LA","55,198",108.0
22049,LA,"Jackson Parish, LA","43,232",84.6
22051,LA,"Jefferson Parish, LA","55,909",109.4
22053,LA,"Jefferson Davis Parish, LA","47,988",93.9
22055,LA,"Lafayette Parish, LA","60,053",117.5
22057,LA,"Lafourche Parish, LA","54,145",105.9
22059,LA,"LaSalle Parish, LA","51,014",99.8
22061,LA,"Lincoln Parish, LA","41,608",81.4
22063,LA,"Livingston Parish, LA","63,852",124.9
22065,LA,"Madison Parish, LA","32,229",63.1
22067,LA,"Morehouse Parish, LA","34,922",68.3
22069,LA,"Natchitoches Parish, LA","49,536",96.9
22071,LA,"Orleans Parish, LA","45,092",88.2
22073,LA,"Ouachita Parish, LA","43,235",84.6
22075,LA,"Plaquemines Parish, LA","60,795",119.0
22077,LA,"Pointe Coupee Parish, LA","48,011",93.9
22079,LA,"Rapides Parish, LA","49,687",97.2
22081,LA,"Red River Parish, LA","39,806",77.9
22083,LA,"Richland Parish, LA","39,586",77.5
22085,LA,"Sabine Parish, LA","45,486",89.0
22087,LA,"St. Bernard Parish, LA","45,806",89.6
22089,LA,"St. Charles Parish, LA","71,579",140.1
22091,LA,"St. Helena Parish, LA","43,376",84.9
22093,LA,"St. James Parish, LA","57,250",112.0
22095,LA,"St. John the Baptist Parish, LA","54,944",107.5
22097,LA,"St. Landry Parish, LA","39,599",77.5
22099,LA,"St. Martin Parish, LA","47,247",92.4
22101,LA,"St. Mary Parish, LA","40,918",80.1
22103,LA,"St. Tammany Parish, LA","71,526",140.0
22105,LA,"Tangipahoa Parish, LA","47,860",93.6
22107,LA,"Tensas Parish, LA","31,436",61.5
22109,LA,"Terrebonne Parish, LA","51,719",101.2
22111,LA,"Union Parish, LA","44,617",87.3
22113,LA,"Vermilion Parish, LA","50,193",98.2
22115,LA,"Vernon Parish, LA","51,652",101.1
22117,LA,"Washington Parish, LA","35,505",69.5
22119,LA,"Webster Parish, LA","38,386",75.1
22121,LA,"West Baton Rouge Parish, LA","65,344",127.9
22123,LA,"West Carroll Parish, LA","42,614",83.4
22125,LA,"West Feliciana Parish, LA","65,296",127.8
22127,LA,"Winn Parish, LA","43,166",84.5
23000,ME,Maine,"58,824",100.0
23001,ME,"Androscoggin County, ME","58,958",100.2
23003,ME,"Aroostook County, ME","40,675",69.1
23005,ME,"Cumberland County, ME","75,254",127.9
23007,ME,"Franklin County, ME","51,136",86.9
23009,ME,"Hancock County, ME","58,926",100.2
23011,ME,"Kennebec County, ME","55,358",94.1
23013,ME,"Knox County, ME","55,910",95.0
23015,ME,"Lincoln County, ME","58,619",99.7
23017,ME,"Oxford County, ME","50,344",85.6
23019,ME,"Penobscot County, ME","50,702",86.2
23021,ME,"Piscataquis County, ME","43,509",74.0
23023,ME,"Sagadahoc County, ME","65,841",111.9
23025,ME,"Somerset County, ME","45,333",77.1
23027,ME,"Waldo County, ME","51,073",86.8
23029,ME,"Washington County, ME","39,068",66.4
23031,ME,"York County, ME","66,803",113.6
24000,MD,Maryland,"86,644",100.0
24001,MD,"Allegany County, MD","48,170",55.6
24003,MD,"Anne Arundel County, MD","100,916",116.5
24005,MD,"Baltimore County, MD","76,972",88.8
24009,MD,"Calvert County, MD","111,056",128.2
24011,MD,"Caroline County, MD","60,143",69.4
24013,MD,"Carroll County, MD","101,810",117.5
24015,MD,"Cecil County, MD","75,307",86.9
24017,MD,"Charles County, MD","102,510",118.3
24019,MD,"Dorchester County, MD","48,709",56.2
24021,MD,"Frederick County, MD","102,951",118.8
24023,MD,"Garrett County, MD","59,253",68.4
24025,MD,"Harford County, MD","91,492",105.6
24027,MD,"Howard County, MD","121,329",140.0
24029,MD,"Kent County, MD","65,615",75.7
24031,MD,"Montgomery County, MD","110,012",127.0
24033,MD,"Prince George's County, MD","85,357",98.5
24035,MD,"Queen Anne's County, MD","101,350",117.0
24037,MD,"St. Mary's County, MD","89,123",102.9
24039,MD,"Somerset County, MD","38,731",44.7
24041,MD,"Talbot County, MD","75,714",87.4
24043,MD,"Washington County, MD","59,785",69.0
24045,MD,"Wicomico County, MD","54,351",62.7
24047,MD,"Worcester County, MD","65,821",76.0
24510,MD,"Baltimore city, MD","49,780",57.5
25000,Massachusetts,Massachusetts,"85,700",100.0
25001,Massachusetts,"Barnstable County, MA","82,686",96.5
25003,Massachusetts,"Berkshire County, MA","58,805",68.6
25005,Massachusetts,"Bristol County, MA","69,857",81.5
25007,Massachusetts,"Dukes County, MA","76,036",88.7
25009,Massachusetts,"Essex County, MA","83,253",97.1
25011,Massachusetts,"Franklin County, MA","60,143",70.2
25013,Massachusetts,"Hampden County, MA","59,918",69.9
25015,Massachusetts,"Hampshire County, MA","74,142",86.5
25017,Massachusetts,"Middlesex County, MA","106,543",124.3
25019,Massachusetts,"Nantucket County/town, MA","96,030",112.1
25021,Massachusetts,"Norfolk County, MA","106,851",124.7
25023,Massachusetts,"Plymouth County, MA","90,584",105.7
25025,Massachusetts,"Suffolk County, MA","75,843",88.5
25027,Massachusetts,"Worcester County, MA","77,795",90.8
26000,MI,Michigan,"59,522",100.0
26001,MI,"Alcona County, MI","41,491",69.7
26003,MI,"Alger County, MI","52,285",87.8
26005,MI,"Allegan County, MI","66,568",111.8
26007,MI,"Alpena County, MI","43,676",73.4
26009,MI,"Antrim County, MI","58,317",98.0
26011,MI,"Arenac County, MI","44,017",74.0
26013,MI,"Baraga County, MI","48,371",81.3
26015,MI,"Barry County, MI","67,703",113.7
26017,MI,"Bay County, MI","50,130",84.2
26019,MI,"Benzie County, MI","56,934",95.7
26021,MI,"Berrien County, MI","50,659",85.1
26023,MI,"Branch County, MI","52,255",87.8
26025,MI,"Calhoun County, MI","50,205",84.3
26027,MI,"Cass County, MI","55,029",92.5
26029,MI,"Charlevoix County, MI","58,831",98.8
26031,MI,"Cheboygan County, MI","47,876",80.4
26033,MI,"Chippewa County, MI","49,610",83.3
26035,MI,"Clare County, MI","42,480",71.4
26037,MI,"Clinton County, MI","72,666",122.1
26039,MI,"Crawford County, MI","49,114",82.5
26041,MI,"Delta County, MI","48,880",82.1
26043,MI,"Dickinson County, MI","53,751",90.3
26045,MI,"Eaton County, MI","65,891",110.7
26047,MI,"Emmet County, MI","59,456",99.9
26049,MI,"Genesee County, MI","50,554",84.9
26051,MI,"Gladwin County, MI","46,458",78.1
26053,MI,"Gogebic County, MI","39,030",65.6
26055,MI,"Grand Traverse County, MI","65,041",109.3
26057,MI,"Gratiot County, MI","51,046",85.8
26059,MI,"Hillsdale County, MI","50,015",84.0
26061,MI,"Houghton County, MI","45,006",75.6
26063,MI,"Huron County, MI","49,126",82.5
26065,MI,"Ingham County, MI","54,704",91.9
26067,MI,"Ionia County, MI","59,582",100.1
26069,MI,"Iosco County, MI","43,605",73.3
26071,MI,"Iron County, MI","46,814",78.6
26073,MI,"Isabella County, MI","46,677",78.4
26075,MI,"Jackson County, MI","56,001",94.1
26077,MI,"Kalamazoo County, MI","56,739",95.3
26079,MI,"Kalkaska County, MI","47,620",80.0
26081,MI,"Kent County, MI","66,560",111.8
26083,MI,"Keweenaw County, MI","47,318",79.5
26085,MI,"Lake County, MI","38,044",63.9
26087,MI,"Lapeer County, MI","66,415",111.6
26089,MI,"Leelanau County, MI","72,888",122.5
26091,MI,"Lenawee County, MI","55,466",93.2
26093,MI,"Livingston County, MI","87,827",147.6
26095,MI,"Luce County, MI","45,464",76.4
26097,MI,"Mackinac County, MI","44,986",75.6
26099,MI,"Macomb County, MI","65,051",109.3
26101,MI,"Manistee County, MI","50,047",84.1
26103,MI,"Marquette County, MI","54,913",92.3
26105,MI,"Mason County, MI","49,869",83.8
26107,MI,"Mecosta County, MI","47,705",80.1
26109,MI,"Menominee County, MI","49,189",82.6
26111,MI,"Midland County, MI","69,859",117.4
26113,MI,"Missaukee County, MI","51,317",86.2
26115,MI,"Monroe County, MI","64,341",108.1
26117,MI,"Montcalm County, MI","52,089",87.5
26119,MI,"Montmorency County, MI","40,126",67.4
26121,MI,"Muskegon County, MI","50,730",85.2
26123,MI,"Newaygo County, MI","51,772",87.0
26125,MI,"Oakland County, MI","81,257",136.5
26127,MI,"Oceana County, MI","52,319",87.9
26129,MI,"Ogemaw County, MI","41,347",69.5
26131,MI,"Ontonagon County, MI","45,531",76.5
26133,MI,"Osceola County, MI","47,343",79.5
26135,MI,"Oscoda County, MI","44,594",74.9
26137,MI,"Otsego County, MI","52,392",88.0
26139,MI,"Ottawa County, MI","69,827",117.3
26141,MI,"Presque Isle County, MI","47,339",79.5
26143,MI,"Roscommon County, MI","42,546",71.5
26145,MI,"Saginaw County, MI","48,471",81.4
26147,MI,"St. Clair County, MI","60,208",101.2
26149,MI,"St. Joseph County, MI","54,024",90.8
26151,MI,"Sanilac County, MI","49,917",83.9
26153,MI,"Schoolcraft County, MI","50,256",84.4
26155,MI,"Shiawassee County, MI","55,633",93.5
26157,MI,"Tuscola County, MI","52,342",87.9
26159,MI,"Van Buren County, MI","58,733",98.7
26161,MI,"Washtenaw County, MI","76,728",128.9
26163,MI,"Wayne County, MI","50,753",85.3
26165,MI,"Wexford County, MI","53,146",89.3
27000,MN,Minnesota,"74,529",100.0
27001,MN,"Aitkin County, MN","51,936",69.7
27003,MN,"Anoka County, MN","83,363",111.9
27005,MN,"Becker County, MN","61,311",82.3
27007,MN,"Beltrami County, MN","54,638",73.3
27009,MN,"Benton County, MN","63,395",85.1
27011,MN,"Big Stone County, MN","52,692",70.7
27013,MN,"Blue Earth County, MN","60,408",81.1
27015,MN,"Brown County, MN","62,904",84.4
27017,MN,"Carlton County, MN","65,749",88.2
27019,MN,"Carver County, MN","101,891",136.7
27021,MN,"Cass County, MN","54,267",72.8
27023,MN,"Chippewa County, MN","54,984",73.8
27025,MN,"Chisago County, MN","84,811",113.8
27027,MN,"Clay County, MN","64,874",87.0
27029,MN,"Clearwater County, MN","54,896",73.7
27031,MN,"Cook County, MN","58,664",78.7
27033,MN,"Cottonwood County, MN","53,725",72.1
27035,MN,"Crow Wing County, MN","60,384",81.0
27037,MN,"Dakota County, MN","89,075",119.5
27039,MN,"Dodge County, MN","86,436",116.0
27041,MN,"Douglas County, MN","67,592",90.7
27043,MN,"Faribault County, MN","54,193",72.7
27045,MN,"Fillmore County, MN","62,716",84.1
27047,MN,"Freeborn County, MN","56,716",76.1
27049,MN,"Goodhue County, MN","71,497",95.9
27051,MN,"Grant County, MN","55,247",74.1
27053,MN,"Hennepin County, MN","82,323",110.5
27055,MN,"Houston County, MN","64,920",87.1
27057,MN,"Hubbard County, MN","56,064",75.2
27059,MN,"Isanti County, MN","77,963",104.6
27061,MN,"Itasca County, MN","58,660",78.7
27063,MN,"Jackson County, MN","57,915",77.7
27065,MN,"Kanabec County, MN","63,595",85.3
27067,MN,"Kandiyohi County, MN","64,129",86.0
27069,MN,"Kittson County, MN","62,762",84.2
27071,MN,"Koochiching County, MN","52,545",70.5
27073,MN,"Lac qui Parle County, MN","56,825",76.2
27075,MN,"Lake County, MN","61,082",82.0
27077,MN,"Lake of the Woods County, MN","56,244",75.5
27079,MN,"Le Sueur County, MN","75,519",101.3
27081,MN,"Lincoln County, MN","55,328",74.2
27083,MN,"Lyon County, MN","63,849",85.7
27085,MN,"McLeod County, MN","64,380",86.4
27087,MN,"Mahnomen County, MN","46,702",62.7
27089,MN,"Marshall County, MN","59,793",80.2
27091,MN,"Martin County, MN","54,602",73.3
27093,MN,"Meeker County, MN","63,812",85.6
27095,MN,"Mille Lacs County, MN","59,262",79.5
27097,MN,"Morrison County, MN","61,847",83.0
27099,MN,"Mower County, MN","55,276",74.2
27101,MN,"Murray County, MN","61,007",81.9
27103,MN,"Nicollet County, MN","71,067",95.4
27105,MN,"Nobles County, MN","57,300",76.9
27107,MN,"Norman County, MN","53,961",72.4
27109,MN,"Olmsted County, MN","80,631",108.2
27111,MN,"Otter Tail County, MN","59,901",80.4
27113,MN,"Pennington County, MN","55,870",75.0
27115,MN,"Pine County, MN","55,684",74.7
27117,MN,"Pipestone County, MN","55,405",74.3
27119,MN,"Polk County, MN","60,582",81.3
27121,MN,"Pope County, MN","59,442",79.8
27123,MN,"Ramsey County, MN","68,652",92.1
27125,MN,"Red Lake County, MN","58,384",78.3
27127,MN,"Redwood County, MN","60,097",80.6
27129,MN,"Renville County, MN","59,110",79.3
27131,MN,"Rice County, MN","72,438",97.2
27133,MN,"Rock County, MN","63,451",85.1
27135,MN,"Roseau County, MN","62,924",84.4
27137,MN,"St. Louis County, MN","60,228",80.8
27139,MN,"Scott County, MN","108,718",145.9
27141,MN,"Sherburne County, MN","95,323",127.9
27143,MN,"Sibley County, MN","66,757",89.6
27145,MN,"Stearns County, MN","66,449",89.2
27147,MN,"Steele County, MN","68,603",92.0
27149,MN,"Stevens County, MN","59,045",79.2
27151,MN,"Swift County, MN","60,127",80.7
27153,MN,"Todd County, MN","51,746",69.4
27155,MN,"Traverse County, MN","57,602",77.3
27157,MN,"Wabasha County, MN","63,435",85.1
27159,MN,"Wadena County, MN","50,663",68.0
27161,MN,"Waseca County, MN","63,907",85.7
27163,MN,"Washington County, MN","100,857",135.3
27165,MN,"Watonwan County, MN","57,290",76.9
27167,MN,"Wilkin County, MN","69,890",93.8
27169,MN,"Winona County, MN","64,219",86.2
27171,MN,"Wright County, MN","91,374",122.6
27173,MN,"Yellow Medicine County, MN","61,074",81.9
28000,MS,Mississippi,"45,928",100.0
28001,MS,"Adams County, MS","34,583",75.3
28003,MS,"Alcorn County, MS","43,496",94.7
28005,MS,"Amite County, MS","41,575",90.5
28007,MS,"Attala County, MS","36,905",80.4
28009,MS,"Benton County, MS","37,875",82.5
28011,MS,"Bolivar County, MS","30,309",66.0
28013,MS,"Calhoun County, MS","38,648",84.1
28015,MS,"Carroll County, MS","44,885",97.7
28017,MS,"Chickasaw County, MS","37,533",81.7
28019,MS,"Choctaw County, MS","41,146",89.6
28021,MS,"Claiborne County, MS","31,221",68.0
28023,MS,"Clarke County, MS","42,826",93.2
28025,MS,"Clay County, MS","33,653",73.3
28027,MS,"Coahoma County, MS","30,242",65.8
28029,MS,"Copiah County, MS","42,299",92.1
28031,MS,"Covington County, MS","42,076",91.6
28033,MS,"DeSoto County, MS","67,450",146.9
28035,MS,"Forrest County, MS","40,224",87.6
28037,MS,"Franklin County, MS","41,420",90.2
28039,MS,"George County, MS","51,858",112.9
28041,MS,"Greene County, MS","48,641",105.9
28043,MS,"Grenada County, MS","40,561",88.3
28045,MS,"Hancock County, MS","50,401",109.7
28047,MS,"Harrison County, MS","49,619",108.0
28049,MS,"Hinds County, MS","44,773",97.5
28051,MS,"Holmes County, MS","26,348",57.4
28053,MS,"Humphreys County, MS","28,464",62.0
28055,MS,"Issaquena County, MS","30,944",67.4
28057,MS,"Itawamba County, MS","49,214",107.2
28059,MS,"Jackson County, MS","53,414",116.3
28061,MS,"Jasper County, MS","40,923",89.1
28063,MS,"Jefferson County, MS","30,871",67.2
28065,MS,"Jefferson Davis County, MS","32,077",69.8
28067,MS,"Jones County, MS","41,733",90.9
28069,MS,"Kemper County, MS","33,472",72.9
28071,MS,"Lafayette County, MS","54,034",117.6
28073,MS,"Lamar County, MS","62,606",136.3
28075,MS,"Lauderdale County, MS","41,604",90.6
28077,MS,"Lawrence County, MS","43,668",95.1
28079,MS,"Leake County, MS","41,007",89.3
28081,MS,"Lee County, MS","50,803",110.6
28083,MS,"Leflore County, MS","29,687",64.6
28085,MS,"Lincoln County, MS","45,062",98.1
28087,MS,"Lowndes County, MS","49,251",107.2
28089,MS,"Madison County, MS","70,824",154.2
28091,MS,"Marion County, MS","38,402",83.6
28093,MS,"Marshall County, MS","43,107",93.9
28095,MS,"Monroe County, MS","42,464",92.5
28097,MS,"Montgomery County, MS","38,475",83.8
28099,MS,"Neshoba County, MS","41,795",91.0
28101,MS,"Newton County, MS","42,962",93.5
28103,MS,"Noxubee County, MS","32,916",71.7
28105,MS,"Oktibbeha County, MS","41,631",90.6
28107,MS,"Panola County, MS","40,655",88.5
28109,MS,"Pearl River County, MS","45,874",99.9
28111,MS,"Perry County, MS","43,106",93.9
28113,MS,"Pike County, MS","35,044",76.3
28115,MS,"Pontotoc County, MS","48,910",106.5
28117,MS,"Prentiss County, MS","43,465",94.6
28119,MS,"Quitman County, MS","29,318",63.8
28121,MS,"Rankin County, MS","67,284",146.5
28123,MS,"Scott County, MS","41,532",90.4
28125,MS,"Sharkey County, MS","31,138",67.8
28127,MS,"Simpson County, MS","47,664",103.8
28129,MS,"Smith County, MS","46,296",100.8
28131,MS,"Stone County, MS","47,187",102.7
28133,MS,"Sunflower County, MS","32,948",71.7
28135,MS,"Tallahatchie County, MS","31,915",69.5
28137,MS,"Tate County, MS","50,188",109.3
28139,MS,"Tippah County, MS","44,696",97.3
28141,MS,"Tishomingo County, MS","43,341",94.4
28143,MS,"Tunica County, MS","33,993",74.0
28145,MS,"Union County, MS","49,320",107.4
28147,MS,"Walthall County, MS","35,465",77.2
28149,MS,"Warren County, MS","46,606",101.5
28151,MS,"Washington County, MS","31,018",67.5
28153,MS,"Wayne County, MS","39,036",85.0
28155,MS,"Webster County, MS","46,110",100.4
28157,MS,"Wilkinson County, MS","32,612",71.0
28159,MS,"Winston County, MS","37,596",81.9
28161,MS,"Yalobusha County, MS","40,515",88.2
28163,MS,"Yazoo County, MS","34,817",75.8
29000,MO,Missouri,"57,375",100.0
29001,MO,"Adair County, MO","43,044",75.0
29003,MO,"Andrew County, MO","62,823",109.5
29005,MO,"Atchison County, MO","50,516",88.0
29007,MO,"Audrain County, MO","45,609",79.5
29009,MO,"Barry County, MO","47,155",82.2
29011,MO,"Barton County, MO","46,397",80.9
29013,MO,"Bates County, MO","48,442",84.4
29015,MO,"Benton County, MO","42,144",73.5
29017,MO,"Bollinger County, MO","45,868",79.9
29019,MO,"Boone County, MO","58,029",101.1
29021,MO,"Buchanan County, MO","49,216",85.8
29023,MO,"Butler County, MO","41,327",72.0
29025,MO,"Caldwell County, MO","52,872",92.2
29027,MO,"Callaway County, MO","58,720",102.3
29029,MO,"Camden County, MO","51,460",89.7
29031,MO,"Cape Girardeau County, MO","57,618",100.4
29033,MO,"Carroll County, MO","50,628",88.2
29035,MO,"Carter County, MO","36,383",63.4
29037,MO,"Cass County, MO","73,882",128.8
29039,MO,"Cedar County, MO","38,427",67.0
29041,MO,"Chariton County, MO","50,589",88.2
29043,MO,"Christian County, MO","63,400",110.5
29045,MO,"Clark County, MO","46,001",80.2
29047,MO,"Clay County, MO","70,705",123.2
29049,MO,"Clinton County, MO","64,541",112.5
29051,MO,"Cole County, MO","61,847",107.8
29053,MO,"Cooper County, MO","56,957",99.3
29055,MO,"Crawford County, MO","48,315",84.2
29057,MO,"Dade County, MO","42,421",73.9
29059,MO,"Dallas County, MO","42,389",73.9
29061,MO,"Daviess County, MO","48,197",84.0
29063,MO,"DeKalb County, MO","53,997",94.1
29065,MO,"Dent County, MO","45,540",79.4
29067,MO,"Douglas County, MO","39,773",69.3
29069,MO,"Dunklin County, MO","38,880",67.8
29071,MO,"Franklin County, MO","61,428",107.1
29073,MO,"Gasconade County, MO","53,751",93.7
29075,MO,"Gentry County, MO","53,663",93.5
29077,MO,"Greene County, MO","45,313",79.0
29079,MO,"Grundy County, MO","44,323",77.3
29081,MO,"Harrison County, MO","43,016",75.0
29083,MO,"Henry County, MO","46,995",81.9
29085,MO,"Hickory County, MO","32,934",57.4
29087,MO,"Holt County, MO","47,429",82.7
29089,MO,"Howard County, MO","49,923",87.0
29091,MO,"Howell County, MO","40,177",70.0
29093,MO,"Iron County, MO","39,292",68.5
29095,MO,"Jackson County, MO","57,907",100.9
29097,MO,"Jasper County, MO","46,021",80.2
29099,MO,"Jefferson County, MO","68,779",119.9
29101,MO,"Johnson County, MO","58,396",101.8
29103,MO,"Knox County, MO","41,755",72.8
29105,MO,"Laclede County, MO","43,969",76.6
29107,MO,"Lafayette County, MO","62,264",108.5
29109,MO,"Lawrence County, MO","45,746",79.7
29111,MO,"Lewis County, MO","40,782",71.1
29113,MO,"Lincoln County, MO","69,178",120.6
29115,MO,"Linn County, MO","45,774",79.8
29117,MO,"Livingston County, MO","49,065",85.5
29119,MO,"McDonald County, MO","39,615",69.0
29121,MO,"Macon County, MO","45,717",79.7
29123,MO,"Madison County, MO","43,919",76.5
29125,MO,"Maries County, MO","49,712",86.6
29127,MO,"Marion County, MO","50,803",88.5
29129,MO,"Mercer County, MO","44,343",77.3
29131,MO,"Miller County, MO","49,252",85.8
29133,MO,"Mississippi County, MO","36,802",64.1
29135,MO,"Moniteau County, MO","57,321",99.9
29137,MO,"Monroe County, MO","48,399",84.4
29139,MO,"Montgomery County, MO","50,282",87.6
29141,MO,"Morgan County, MO","44,473",77.5
29143,MO,"New Madrid County, MO","42,115",73.4
29145,MO,"Newton County, MO","53,251",92.8
29147,MO,"Nodaway County, MO","47,419",82.6
29149,MO,"Oregon County, MO","35,356",61.6
29151,MO,"Osage County, MO","60,728",105.8
29153,MO,"Ozark County, MO","36,019",62.8
29155,MO,"Pemiscot County, MO","34,280",59.7
29157,MO,"Perry County, MO","57,032",99.4
29159,MO,"Pettis County, MO","48,516",84.6
29161,MO,"Phelps County, MO","46,573",81.2
29163,MO,"Pike County, MO","49,089",85.6
29165,MO,"Platte County, MO","84,456",147.2
29167,MO,"Polk County, MO","44,837",78.1
29169,MO,"Pulaski County, MO","55,620",96.9
29171,MO,"Putnam County, MO","42,434",74.0
29173,MO,"Ralls County, MO","63,419",110.5
29175,MO,"Randolph County, MO","48,043",83.7
29177,MO,"Ray County, MO","61,678",107.5
29179,MO,"Reynolds County, MO","37,415",65.2
29181,MO,"Ripley County, MO","35,788",62.4
29183,MO,"St. Charles County, MO","89,236",155.5
29185,MO,"St. Clair County, MO","39,319",68.5
29186,MO,"Ste. Genevieve County, MO","61,662",107.5
29187,MO,"St. Francois County, MO","43,886",76.5
29189,MO,"St. Louis County, MO","70,161",122.3
29195,MO,"Saline County, MO","47,324",82.5
29197,MO,"Schuyler County, MO","43,183",75.3
29199,MO,"Scotland County, MO","46,871",81.7
29201,MO,"Scott County, MO","44,924",78.3
29203,MO,"Shannon County, MO","36,477",63.6
29205,MO,"Shelby County, MO","45,939",80.1
29207,MO,"Stoddard County, MO","42,363",73.8
29209,MO,"Stone County, MO","50,262",87.6
29211,MO,"Sullivan County, MO","43,421",75.7
29213,MO,"Taney County, MO","49,314",86.0
29215,MO,"Texas County, MO","38,914",67.8
29217,MO,"Vernon County, MO","46,182",80.5
29219,MO,"Warren County, MO","63,726",111.1
29221,MO,"Washington County, MO","41,198",71.8
29223,MO,"Wayne County, MO","35,397",61.7
29225,MO,"Webster County, MO","54,844",95.6
29227,MO,"Worth County, MO","45,023",78.5
29229,MO,"Wright County, MO","39,384",68.6
29510,MO,"St. Louis city, MO","46,309",80.7
30000,MT,Montana,"57,248",100.0
30001,MT,"Beaverhead County, MT","49,771",86.9
30003,MT,"Big Horn County, MT","43,718",76.4
30005,MT,"Blaine County, MT","44,090",77.0
30007,MT,"Broadwater County, MT","60,622",105.9
30009,MT,"Carbon County, MT","57,585",100.6
30011,MT,"Carter County, MT","49,057",85.7
30013,MT,"Cascade County, MT","51,732",90.4
30015,MT,"Chouteau County, MT","48,017",83.9
30017,MT,"Custer County, MT","49,379",86.3
30019,MT,"Daniels County, MT","50,001",87.3
30021,MT,"Dawson County, MT","56,677",99.0
30023,MT,"Deer Lodge County, MT","41,780",73.0
30025,MT,"Fallon County, MT","65,651",114.7
30027,MT,"Fergus County, MT","48,703",85.1
30029,MT,"Flathead County, MT","61,334",107.1
30031,MT,"Gallatin County, MT","73,731",128.8
30033,MT,"Garfield County, MT","43,106",75.3
30035,MT,"Glacier County, MT","41,808",73.0
30037,MT,"Golden Valley County, MT","40,469",70.7
30039,MT,"Granite County, MT","49,646",86.7
30041,MT,"Hill County, MT","51,881",90.6
30043,MT,"Jefferson County, MT","70,929",123.9
30045,MT,"Judith Basin County, MT","49,401",86.3
30047,MT,"Lake County, MT","49,019",85.6
30049,MT,"Lewis and Clark County, MT","66,075",115.4
30051,MT,"Liberty County, MT","41,240",72.0
30053,MT,"Lincoln County, MT","43,669",76.3
30055,MT,"McCone County, MT","48,551",84.8
30057,MT,"Madison County, MT","56,579",98.8
30059,MT,"Meagher County, MT","43,946",76.8
30061,MT,"Mineral County, MT","43,928",76.7
30063,MT,"Missoula County, MT","57,279",100.1
30065,MT,"Musselshell County, MT","48,290",84.4
30067,MT,"Park County, MT","51,740",90.4
30069,MT,"Petroleum County, MT","42,081",73.5
30071,MT,"Phillips County, MT","47,679",83.3
30073,MT,"Pondera County, MT","48,542",84.8
30075,MT,"Powder River County, MT","47,843",83.6
30077,MT,"Powell County, MT","49,387",86.3
30079,MT,"Prairie County, MT","46,663",81.5
30081,MT,"Ravalli County, MT","57,209",99.9
30083,MT,"Richland County, MT","69,095",120.7
30085,MT,"Roosevelt County, MT","38,409",67.1
30087,MT,"Rosebud County, MT","58,139",101.6
30089,MT,"Sanders County, MT","45,193",78.9
30091,MT,"Sheridan County, MT","51,111",89.3
30093,MT,"Silver Bow County, MT","49,249",86.0
30095,MT,"Stillwater County, MT","68,186",119.1
30097,MT,"Sweet Grass County, MT","55,259",96.5
30099,MT,"Teton County, MT","54,458",95.1
30101,MT,"Toole County, MT","49,448",86.4
30103,MT,"Treasure County, MT","51,754",90.4
30105,MT,"Valley County, MT","51,869",90.6
30107,MT,"Wheatland County, MT","42,059",73.5
30109,MT,"Wibaux County, MT","51,145",89.3
30111,MT,"Yellowstone County, MT","61,435",107.3
31000,NE,Nebraska,"63,290",100.0
31001,NE,"Adams County, NE","55,182",87.2
31003,NE,"Antelope County, NE","50,771",80.2
31005,NE,"Arthur County, NE","46,417",73.3
31007,NE,"Banner County, NE","54,706",86.4
31009,NE,"Blaine County, NE","45,411",71.8
31011,NE,"Boone County, NE","58,204",92.0
31013,NE,"Box Butte County, NE","61,522",97.2
31015,NE,"Boyd County, NE","46,548",73.5
31017,NE,"Brown County, NE","48,843",77.2
31019,NE,"Buffalo County, NE","64,759",102.3
31021,NE,"Burt County, NE","54,554",86.2
31023,NE,"Butler County, NE","63,310",100.0
31025,NE,"Cass County, NE","72,915",115.2
31027,NE,"Cedar County, NE","60,400",95.4
31029,NE,"Chase County, NE","57,656",91.1
31031,NE,"Cherry County, NE","50,677",80.1
31033,NE,"Cheyenne County, NE","56,229",88.8
31035,NE,"Clay County, NE","63,829",100.9
31037,NE,"Colfax County, NE","62,472",98.7
31039,NE,"Cuming County, NE","59,505",94.0
31041,NE,"Custer County, NE","51,004",80.6
31043,NE,"Dakota County, NE","61,010",96.4
31045,NE,"Dawes County, NE","46,377",73.3
31047,NE,"Dawson County, NE","56,839",89.8
31049,NE,"Deuel County, NE","48,793",77.1
31051,NE,"Dixon County, NE","57,324",90.6
